id,x_0,x_1,x_2,x_3
0.0,0.0,0.0,0.05909640118080449,0.033623649768251114
1.0,0.0,0.012808157558498328,0.04516536086982633,0.0
2.0,0.0,0.0,0.022992116121453555,0.06135595601741474
3.0,0.0,0.0,0.05276938462600042,0.032482546601632564
4.0,0.0,0.08135830592422606,0.0,0.09666315158346143
5.0,0.0,0.006371347193206894,0.0684162332439592,0.0
6.0,0.0,0.01703405757473949,0.0,0.04662354829846534
7.0,0.0,0.03344051359174331,0.021614088066888384,0.0
8.0,0.0,0.0,0.03304376209868391,0.07945432434071414
9.0,0.04281586055704994,0.011446159957146654,0.0,0.03377283793054322
10.0,0.0,0.0,0.06352583891810115,0.004248323851556114
11.0,0.0,0.02186570560541894,0.02057296725653802,0.0
12.0,0.0,0.0,0.007030425543734389,0.030220784242775533
13.0,0.0,0.0,0.06836288658981571,0.028893631399071692
14.0,0.0,0.012896499102065067,0.039772748301215,0.0
15.0,0.0,0.010064467392620577,0.036256656539033705,0.011510239117281487
16.0,0.0,0.02350529384234471,0.026203025557744366,0.0
17.0,0.0,0.0,0.06180276986678817,0.0571549004660529
18.0,0.0,0.0,0.1045111915131922,0.0
19.0,0.0,0.09154571550697574,0.0,0.006515625336998531
20.0,0.0,0.09176755815271002,0.0,0.03086287652451275
21.0,0.0,0.009260117174878896,0.02935186374540656,0.0
22.0,0.0,0.08281484899191777,0.0,0.010026338006113338
23.0,0.0,0.026524849102497923,0.0,0.024675571026926392
24.0,0.0,0.046977364727052294,0.024343990128028046,0.019984753801502348
25.0,0.0,0.013771723597840003,0.0419182184758716,0.0
26.0,0.0,0.014028702051053301,0.0285765147728514,0.0
27.0,0.0,0.0099283310546803,0.052139661866431625,0.04899433583708942
28.0,0.0,0.018912086590477162,0.0,0.11256114627902354
29.0,0.0,0.0,0.0062890473736027215,0.14886784808079218
30.0,0.0,0.10248466215992147,0.014466370714662577,0.035850991808194704
31.0,0.0,0.04265143413008731,0.011823165912897731,0.0
32.0,0.017298975236566802,0.0,0.0,0.06396751648702673
33.0,0.0,0.0,0.0041407323149431925,0.054198545061896766
34.0,0.0,0.0,0.002688578058140079,0.0
35.0,0.0,0.0,0.0,0.07697448122697763
36.0,0.0,0.0,0.011755747250017762,0.01954380780829507
37.0,0.0,0.0023910202740580373,0.06645341464578967,0.0
38.0,0.0,0.01193916014990791,0.006149382361436253,0.0
39.0,0.0,2.9093498687890462e-06,0.048359413308603945,0.0
40.0,0.0,0.0,0.06013500059240355,0.0711166627833269
41.0,0.0,0.006545424045362565,0.07288901201179952,0.007410154103575
42.0,0.0,0.021634470954923046,0.05740453310002192,0.03278896439259397
43.0,0.0,0.0,0.02083531446960989,0.04016036545515692
44.0,0.0,0.08434167775324247,0.0,0.05599364019646037
45.0,0.0,0.06718791759039017,0.0,0.0
46.0,0.005396579089961023,0.0,0.0,0.05947298309026606
