id,x_0,x_1,x_2,x_3
0.0,0.06239596054483771,0.0,0.0,0.04267233863881696
1.0,0.0,0.0,0.0,0.05041270578644539
2.0,0.08195548521355259,0.0,0.0,0.0
3.0,0.03304497352070724,0.0,0.0,0.047891927500477646
4.0,0.0,0.0,0.09451247368300489,0.040824894225558093
5.0,0.0,0.0,0.0,0.08201886788551109
6.0,0.011858565220453247,0.0,0.06375325150567587,0.0
7.0,0.0,0.0,0.019222160153535974,0.05302681745808132
8.0,0.07978944583438441,0.0,0.008546097873840182,0.015251877778530923
9.0,0.0066328236424008005,0.0,0.05683330972301702,0.0
10.0,0.04092271632325917,0.0,0.0,0.05367962038067039
11.0,0.0,0.0,0.0,0.047354881203146036
12.0,0.026659505777401442,0.0,0.01828746162506358,0.016571260782983592
13.0,0.024010260544451788,0.004784024211196239,0.0,0.03845848177267915
14.0,0.0,0.05342189764679088,0.0,0.041815525226784916
15.0,0.010321162785329609,0.0,0.0,0.04451729147139051
16.0,0.0,0.0,0.0,0.05058554150317082
17.0,0.041922087282491916,0.0,0.009801698735551164,0.06929155505711063
18.0,0.003484769727912062,0.0,0.0,0.09615495883329374
19.0,0.0,0.0,0.08495876211359919,0.03982329773311493
20.0,0.0,0.0,0.1005505061652968,0.03202581096512729
21.0,0.0,0.0,0.0,0.0365062734509218
22.0,0.0,0.02307758680225578,0.06540328155874665,0.0034422217425963166
23.0,0.0,0.0,0.03532295010784936,0.031291768483426845
24.0,0.0,0.0,0.03936340802417708,0.06875538109762452
25.0,0.0,0.0,0.0,0.04703694037830456
26.0,0.0,0.0,0.0,0.050081728748121744
27.0,0.018120468931500197,0.0,0.0,0.04870089794244751
28.0,0.03777279137131048,0.0,0.0783487570527907,0.0
29.0,0.09181117325962203,0.0,0.0908834740202978,0.04464563229899094
30.0,0.0,0.0,0.07683906465747783,0.09318379022230724
31.0,0.0,0.0,0.022026730068213398,0.051349985784439105
32.0,0.052102106116381025,0.0,0.030822762691385914,0.0
33.0,0.04642209339102598,0.0,0.024767218928805682,0.0
